city,temperature,description,icon
Modinagar,29.3,few clouds,02n

Sunday,37.16,46.63,clear sky,01d
city,temperature,description,icon
Puducherry,31.36,light rain,10d

day,min_temp,max_temp,description,icon
Wednesday,28.79,33.58,moderate rain,10d
Thursday,28.21,29.86,moderate rain,10d
Friday,27.55,33.66,light rain,10d
Saturday,28.08,33.1,light rain,10d
Sunday,28.47,32.9,light rain,10d
city,temperature,description,icon
Mirzapur,41.98,scattered clouds,03d

day,min_temp,max_temp,description,icon
Wednesday,30.3,42.83,few clouds,02d
Thursday,32.1,45.78,clear sky,01d
Friday,33.75,46.21,overcast clouds,04d
Saturday,33.87,46.28,overcast clouds,04d
Sunday,35.33,49.0,clear sky,01d
city,temperature,description,icon
Haridwar,36.44,clear sky,01d

day,min_temp,max_temp,description,icon
Wednesday,23.35,38.72,clear sky,01d
Thursday,24.63,43.39,clear sky,01d
Friday,25.87,45.38,clear sky,01d
Saturday,27.18,46.2,clear sky,01d
Sunday,27.15,46.25,clear sky,01d
city,temperature,description,icon
Sri Ganganagar,43.52,clear sky,01d

day,min_temp,max_temp,description,icon
Wednesday,29.44,43.52,clear sky,01d
Thursday,30.84,46.52,few clouds,02d
Friday,31.78,47.12,clear sky,01d
Saturday,32.49,47.77,clear sky,01d
Sunday,32.61,45.11,clear sky,01d
city,temperature,description,icon
Sambhal,42.56,clear sky,01d

day,min_temp,max_temp,description,icon
Wednesday,28.14,42.72,clear sky,01d
Thursday,29.48,45.47,clear sky,01d
Friday,31.9,47.46,clear sky,01d
Saturday,32.61,48.38,few clouds,02d
Sunday,32.81,48.3,clear sky,01d
city,temperature,description,icon
Yamunanagar,41.88,clear sky,01d

day,min_temp,max_temp,description,icon
Wednesday,25.4,42.02,clear sky,01d
Thursday,27.26,44.87,clear sky,01d
Friday,29.01,46.67,clear sky,01d
Saturday,30.43,47.63,clear sky,01d
Sunday,32.63,47.17,clear sky,01d
city,temperature,description,icon
Gandhinagar,37.99,scattered clouds,03d

day,min_temp,max_temp,description,icon
Wednesday,29.4,39.15,scattered clouds,03d
Thursday,29.53,41.73,broken clouds,04d
Friday,29.18,43.13,scattered clouds,03d
Saturday,29.16,41.75,clear sky,01d
Sunday,28.65,41.77,clear sky,01d
city,temperature,description,icon
Malda,40.53,overcast clouds,04d

day,min_temp,max_temp,description,icon
Wednesday,29.25,40.62,few clouds,02d
Thursday,30.51,43.62,overcast clouds,04d
Friday,31.58,45.61,broken clouds,04d
Saturday,30.91,44.26,broken clouds,04d
Sunday,32.25,45.13,scattered clouds,03d
city,temperature,description,icon
Nandyal,37.97,broken clouds,04d

day,min_temp,max_temp,description,icon
Wednesday,27.63,38.09,scattered clouds,03d
Thursday,28.59,38.29,overcast clouds,04d
Friday,29.17,36.19,light rain,10d
Saturday,28.2,35.42,moderate rain,10d
Sunday,28.93,37.76,light rain,10d
city,temperature,description,icon
Chittoor,36.06,overcast clouds,04d

day,min_temp,max_temp,description,icon
Wednesday,26.63,36.17,overcast clouds,04d
Thursday,26.35,35.36,moderate rain,10d
Friday,25.4,34.36,light rain,10d
Saturday,26.75,35.71,moderate rain,10d
Sunday,26.59,36.05,moderate rain,10d
city,temperature,description,icon
Ambala,41.86,clear sky,01d

day,min_temp,max_temp,description,icon
Wednesday,26.92,41.86,clear sky,01d
Thursday,28.27,44.8,clear sky,01d
Friday,31.92,46.47,clear sky,01d
Saturday,31.9,47.44,clear sky,01d
Sunday,33.11,46.84,clear sky,01d
city,temperature,description,icon
Fatehpur,43.22,scattered clouds,03d

day,min_temp,max_temp,description,icon
Wednesday,30.93,43.3,scattered clouds,03d
Thursday,33.11,46.28,clear sky,01d
Friday,33.05,46.62,overcast clouds,04d
Saturday,34.77,47.82,overcast clouds,04d
Sunday,34.82,48.62,clear sky,01d
city,temperature,description,icon
Rae Bareli,43.44,broken clouds,04d

day,min_temp,max_temp,description,icon
Wednesday,30.41,43.5,scattered clouds,03d
Thursday,32.17,46.11,clear sky,01d
Friday,32.73,46.85,overcast clouds,04d
Saturday,34.63,48.03,overcast clouds,04d
Sunday,33.42,48.9,clear sky,01d
city,temperature,description,icon
Vellore,35.99,overcast clouds,04d

day,min_temp,max_temp,description,icon
Wednesday,27.45,36.34,overcast clouds,04d
Thursday,27.41,33.96,light rain,10d
Friday,26.21,35.98,light rain,10d
Saturday,27.92,35.74,light rain,10d
Sunday,27.62,36.73,moderate rain,10d
city,temperature,description,icon
Sambalpur,38.1,broken clouds,04d

day,min_temp,max_temp,description,icon
Wednesday,26.29,38.1,broken clouds,04d
Thursday,27.98,38.78,broken clouds,04d
Friday,28.44,36.0,overcast clouds,04d
Saturday,27.96,36.23,overcast clouds,04d
Sunday,26.65,40.99,broken clouds,04d
city,temperature,description,icon
Hugli,34.97,scattered clouds,03d

day,min_temp,max_temp,description,icon
Wednesday,28.26,37.13,scattered clouds,03d
Thursday,28.64,40.39,overcast clouds,04d
Friday,30.22,42.37,scattered clouds,03d
Saturday,29.64,41.1,broken clouds,04d
Sunday,30.05,40.69,overcast clouds,04d
city,temperature,description,icon
Shimla,27.39,haze,50d

day,min_temp,max_temp,description,icon
Wednesday,12.3,27.61,clear sky,01d
Thursday,13.89,29.92,clear sky,01d
Friday,15.2,31.6,clear sky,01d
Saturday,16.86,32.3,light rain,10d
Sunday,15.0,32.52,light rain,10d
city,temperature,description,icon
Hindupur,34.55,broken clouds,04d

day,min_temp,max_temp,description,icon
Wednesday,27.04,34.75,light rain,10d
Thursday,26.95,33.99,light rain,10d
Friday,26.23,29.84,moderate rain,10d
Saturday,25.35,31.94,light rain,10d
Sunday,25.2,32.8,moderate rain,10d
city,temperature,description,icon
Jamalpur,36.68,overcast clouds,04d

day,min_temp,max_temp,description,icon
Wednesday,28.11,36.94,scattered clouds,03d
Thursday,28.76,39.12,overcast clouds,04d
Friday,29.51,40.7,overcast clouds,04d
Saturday,29.09,40.37,scattered clouds,03d
Sunday,27.15,40.03,moderate rain,10d
city,temperature,description,icon
Amravati,39.39,overcast clouds,04d

day,min_temp,max_temp,description,icon
Wednesday,29.84,39.4,light rain,10d
Thursday,31.2,41.09,light rain,10d
Friday,30.4,38.14,light rain,10d
Saturday,29.35,40.61,overcast clouds,04d
Sunday,32.14,43.91,clear sky,01d
city,temperature,description,icon
Itanagar,33.26,scattered clouds,03d

day,min_temp,max_temp,description,icon
Wednesday,20.69,34.54,light rain,10d
Thursday,22.46,35.64,light rain,10d
Friday,20.93,32.46,moderate rain,10d
Saturday,20.53,32.36,moderate rain,10d
Sunday,20.97,29.13,moderate rain,10d
city,temperature,description,icon
Tezpur,39.87,clear sky,01d

day,min_temp,max_temp,description,icon
Wednesday,23.76,40.32,moderate rain,10d
Thursday,26.94,43.2,scattered clouds,03d
Friday,25.4,42.02,light rain,10d
Saturday,23.75,40.02,moderate rain,10d
Sunday,23.92,37.52,moderate rain,10d
city,temperature,description,icon
Bodh Gaya,38.94,haze,50d

day,min_temp,max_temp,description,icon
Wednesday,30.26,40.88,scattered clouds,03d
Thursday,32.1,44.29,broken clouds,04d
Friday,32.89,46.22,overcast clouds,04d
Saturday,32.53,45.69,overcast clouds,04d
Sunday,31.66,47.65,few clouds,02d
city,temperature,description,icon
Gaya,38.95,haze,50d

day,min_temp,max_temp,description,icon
Wednesday,30.45,40.98,few clouds,02d
Thursday,32.46,44.37,broken clouds,04d
Friday,33.13,46.23,overcast clouds,04d
Saturday,32.58,45.52,overcast clouds,04d
Sunday,31.8,47.63,few clouds,02d
city,temperature,description,icon
Rajpur,39.59,scattered clouds,03d

day,min_temp,max_temp,description,icon
Wednesday,30.39,39.84,light rain,10d
Thursday,30.54,41.83,few clouds,02d
Friday,30.77,42.43,broken clouds,04d
Saturday,29.03,41.07,clear sky,01d
Sunday,29.18,41.96,clear sky,01d
city,temperature,description,icon
Diu,33.18,clear sky,01d

day,min_temp,max_temp,description,icon
Wednesday,29.42,36.01,clear sky,01d
Thursday,30.22,35.99,clear sky,01d
Friday,28.94,34.77,clear sky,01d
Saturday,28.25,34.93,clear sky,01d
Sunday,27.67,35.17,clear sky,01d
city,temperature,description,icon
Mandi,31.54,scattered clouds,03d

day,min_temp,max_temp,description,icon
Wednesday,17.78,33.59,clear sky,01d
Thursday,19.36,36.09,clear sky,01d
Friday,20.73,37.93,scattered clouds,03d
Saturday,21.89,38.67,clear sky,01d
Sunday,22.28,38.41,light rain,10d
city,temperature,description,icon
Kurukshetra,40.79,clear sky,01d

day,min_temp,max_temp,description,icon
Wednesday,27.16,41.05,clear sky,01d
Thursday,27.69,44.56,clear sky,01d
Friday,31.07,46.47,clear sky,01d
Saturday,32.23,47.55,clear sky,01d
Sunday,32.53,47.31,clear sky,01d
city,temperature,description,icon
Mysuru,32.0,scattered clouds,03d

day,min_temp,max_temp,description,icon
Wednesday,23.65,33.76,heavy intensity rain,10d
Thursday,23.7,27.45,light rain,10d
Friday,22.62,31.78,heavy intensity rain,10d
Saturday,22.43,29.72,heavy intensity rain,10d
Sunday,22.08,29.61,heavy intensity rain,10d
city,temperature,description,icon
Leh,10.82,few clouds,02d

day,min_temp,max_temp,description,icon
Wednesday,1.7,11.0,clear sky,01d
Thursday,3.16,12.5,clear sky,01d
Friday,4.96,14.17,clear sky,01d
Saturday,6.4,14.96,clear sky,01d
Sunday,7.72,15.78,light rain,10d
city,temperature,description,icon
Kargil,12.95,clear sky,01d

day,min_temp,max_temp,description,icon
Wednesday,2.99,13.39,clear sky,01d
Thursday,4.68,14.58,clear sky,01d
Friday,6.48,15.77,clear sky,01d
Saturday,7.83,16.37,light rain,10d
Sunday,7.31,15.64,light rain,10d
city,temperature,description,icon
Bhojpur,23.0,broken clouds,04d

day,min_temp,max_temp,description,icon
Wednesday,17.23,25.35,light rain,10d
Thursday,18.85,27.49,light rain,10d
Friday,19.08,30.12,overcast clouds,04d
Saturday,18.9,28.8,moderate rain,10d
Sunday,17.48,29.2,moderate rain,10d
city,temperature,description,icon
Chhatarpur,40.94,overcast clouds,04d

day,min_temp,max_temp,description,icon
Wednesday,30.46,41.17,scattered clouds,03d
Thursday,31.8,44.26,clear sky,01d
Friday,32.82,44.42,overcast clouds,04d
Saturday,32.97,45.51,overcast clouds,04d
Sunday,33.77,46.27,broken clouds,04d
city,temperature,description,icon
Rajgarh,41.94,clear sky,01d

day,min_temp,max_temp,description,icon
Wednesday,28.64,42.49,clear sky,01d
Thursday,30.91,44.98,clear sky,01d
Friday,32.76,46.55,few clouds,02d
Saturday,34.53,46.68,clear sky,01d
Sunday,31.71,44.64,few clouds,02d
city,temperature,description,icon
Ujjain,37.76,scattered clouds,03d

day,min_temp,max_temp,description,icon
Wednesday,28.68,38.33,scattered clouds,03d
Thursday,30.07,41.64,clear sky,01d
Friday,30.21,42.64,broken clouds,04d
Saturday,29.45,42.56,clear sky,01d
Sunday,30.47,43.29,clear sky,01d
city,temperature,description,icon
Delhi,40.06,haze,50d

day,min_temp,max_temp,description,icon
Wednesday,31.48,41.08,clear sky,01d
Thursday,32.62,44.67,clear sky,01d
Friday,35.33,46.46,clear sky,01d
Saturday,36.37,47.4,clear sky,01d
Sunday,37.94,47.21,clear sky,01d
city,temperature,description,icon
Delhi,40.06,haze,50d

day,min_temp,max_temp,description,icon
Wednesday,31.48,41.68,clear sky,01d
Thursday,33.43,45.34,clear sky,01d
Friday,35.1,46.38,few clouds,02d
Saturday,36.92,47.57,clear sky,01d
Sunday,36.83,46.84,clear sky,01d
city,temperature,description,icon
New Delhi,40.11,haze,50d

day,min_temp,max_temp,description,icon
Wednesday,31.63,41.09,clear sky,01d
Thursday,33.0,44.67,clear sky,01d
Friday,35.6,46.47,clear sky,01d
Saturday,36.76,47.41,clear sky,01d
Sunday,38.04,47.23,clear sky,01d
city,temperature,description,icon
Delhi,40.06,haze,50d

day,min_temp,max_temp,description,icon
Wednesday,31.48,41.68,clear sky,01d
Thursday,33.43,45.34,clear sky,01d
Friday,35.1,46.38,few clouds,02d
Saturday,36.92,47.57,clear sky,01d
Sunday,36.83,46.84,clear sky,01d
city,temperature,description,icon
Ghaziabad,40.1,clear sky,01d

day,min_temp,max_temp,description,icon
Wednesday,29.84,41.09,clear sky,01d
Thursday,30.84,44.66,clear sky,01d
Friday,34.59,46.52,clear sky,01d
Saturday,35.49,47.59,clear sky,01d
Sunday,37.82,47.5,clear sky,01d
city,temperature,description,icon
Delhi,32.05,haze,50n

day,min_temp,max_temp,description,icon
Thursday,32.05,44.61,clear sky,01d
Friday,34.78,46.28,few clouds,02d
Saturday,36.13,47.57,clear sky,01d
Sunday,37.62,47.4,clear sky,01d
Monday,36.76,46.17,few clouds,02d
city,temperature,description,icon
New Delhi,40.11,haze,50d

day,min_temp,max_temp,description,icon
Tuesday,36.43,43.97,clear sky,01d
Wednesday,36.84,44.49,light rain,10d
Thursday,35.83,44.9,light rain,10d
Friday,35.57,46.48,clear sky,01d
Saturday,36.44,46.26,clear sky,01d
